outcome_variable,treatment_description,control_description,treatment_mean,control_mean,treatment_n,control_n,data_source,notes,control_se,effect_pct,element,mod_AMF_status,mod_Cd_added_mg_kg,mod_Cu_added_mg_kg,mod_DAG,mod_K_supply_mg_per_l,mod_N_rate,mod_N_supply_mg_per_l,mod_P_level_mg_per_kg,mod_P_supply_mg_per_l,mod_TOS,mod_average_across,mod_boron_category,mod_boron_level,mod_category,mod_clipping,mod_clone,mod_co2_control,mod_co2_elevated,mod_co2_level,mod_co2_ppm,mod_co2_treatment,mod_cohort,mod_crop,mod_cultivar,mod_culture_system,mod_days_from_seeding,mod_duration_days,mod_ecotype,mod_experiment,mod_fe_supply,mod_fungal_species,mod_genotype,mod_growth_form,mod_growth_stage,mod_harvest,mod_harvest_day,mod_harvest_time,mod_irrigation,mod_leaf_age,mod_leaf_position,mod_maturity,mod_measurement,mod_method,mod_mixture,mod_n_amendment,mod_n_form,mod_needle_age,mod_needle_year,mod_nitrogen_concentration,mod_nitrogen_level,mod_note,mod_nutrient_treatment,mod_o3,mod_o3_treatment,mod_ozone,mod_p_status,mod_p_treatment,mod_p_value,mod_photosynthetic_pathway,mod_rainfall_year,mod_sampling_date,mod_season,mod_significance,mod_soil,mod_soil_fertility,mod_soil_k,mod_soil_moisture,mod_sowing,mod_species,mod_tissue,mod_variety,mod_year,mod_years,n,paper_id,se_control,se_treatment,site,species,tissue,treatment_se,unit
Al,elevated CO2,ambient CO2,140.6,197.7,,,Table 6,,22.9,-28.88,Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Liquidambar styraciflua,leaf,21.0,ug/g
Co,elevated CO2,ambient CO2,47.2,65.6,,,Table 6,,14.2,-28.05,Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Liquidambar styraciflua,leaf,13.0,ng/g
Pb,elevated CO2,ambient CO2,91.2,90.6,,,Table 6,,43.6,0.66,Pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Liquidambar styraciflua,leaf,40.0,ng/g
V,elevated CO2,ambient CO2,77.7,67.8,,,Table 6,,20.5,14.6,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Liquidambar styraciflua,leaf,18.8,ng/g
Cu,elevated CO2,ambient CO2,4.2,5.2,,,Table 6,,0.8,-19.23,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Liquidambar styraciflua,leaf,0.7,ug/g
Fe,elevated CO2,ambient CO2,34.4,45.5,,,Table 6,,3.3,-24.4,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Liquidambar styraciflua,leaf,3.0,ug/g
Mn,elevated CO2,ambient CO2,719.8,492.8,,,Table 6,,69.5,46.06,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Liquidambar styraciflua,leaf,63.7,ug/g
Mo,elevated CO2,ambient CO2,38.6,32.5,,,Table 6,,20.4,18.77,Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Liquidambar styraciflua,leaf,18.7,ng/g
Ni,elevated CO2,ambient CO2,3.5,5.7,,,Table 6,,1.8,-38.6,Ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Liquidambar styraciflua,leaf,1.6,ug/g
Zn,elevated CO2,ambient CO2,31.9,32.7,,,Table 6,,13.8,-2.45,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Liquidambar styraciflua,leaf,12.6,ug/g
Al,elevated CO2,ambient CO2,306.6,357.7,,,Table 6,,36.4,-14.29,Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,ORNL,Liquidambar styraciflua,leaf,44.6,ug/g
Co,elevated CO2,ambient CO2,21.7,27.0,,,Table 6,,3.9,-19.63,Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,ORNL,Liquidambar styraciflua,leaf,4.8,ng/g
Pb,elevated CO2,ambient CO2,67.4,72.9,,,Table 6,,5.7,-7.54,Pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,ORNL,Liquidambar styraciflua,leaf,5.2,ng/g
V,elevated CO2,ambient CO2,27.7,26.4,,,Table 6,,2.7,4.92,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,ORNL,Liquidambar styraciflua,leaf,3.3,ng/g
Cu,elevated CO2,ambient CO2,3.8,4.6,,,Table 6,,0.5,-17.39,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,ORNL,Liquidambar styraciflua,leaf,0.6,ug/g
Fe,elevated CO2,ambient CO2,32.2,35.1,,,Table 6,,2.1,-8.26,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,ORNL,Liquidambar styraciflua,leaf,2.5,ug/g
Mn,elevated CO2,ambient CO2,1258.9,1109.8,,,Table 6,,168.4,13.43,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,ORNL,Liquidambar styraciflua,leaf,194.8,ug/g
Mo,elevated CO2,ambient CO2,24.2,19.1,,,Table 6,,3.55,26.7,Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,ORNL,Liquidambar styraciflua,leaf,4.35,ng/g
Ni,elevated CO2,ambient CO2,6.8,6.6,,,Table 6,,0.6,3.03,Ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,ORNL,Liquidambar styraciflua,leaf,0.8,ug/g
Zn,elevated CO2,ambient CO2,25.8,22.7,,,Table 6,,2.8,13.66,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,ORNL,Liquidambar styraciflua,leaf,3.4,ug/g
Al,elevated CO2,ambient CO2,30.6,31.7,,,Table 6,,4.8,-3.47,Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus chapmanii,leaf,2.4,ug/g
Co,elevated CO2,ambient CO2,4.5,4.8,,,Table 6,,1.3,-6.25,Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus chapmanii,leaf,1.2,ng/g
Pb,elevated CO2,ambient CO2,66.6,61.1,,,Table 6,,18.1,9.0,Pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus chapmanii,leaf,18.6,ng/g
V,elevated CO2,ambient CO2,55.0,52.1,,,Table 6,,7.4,5.57,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus chapmanii,leaf,7.5,ng/g
Cu,elevated CO2,ambient CO2,3.8,4.9,,,Table 6,,0.7,-22.45,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus chapmanii,leaf,0.2,ug/g
Fe,elevated CO2,ambient CO2,36.5,35.8,,,Table 6,,3.5,1.96,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus chapmanii,leaf,3.4,ug/g
Mn,elevated CO2,ambient CO2,65.89,39.66,,,Table 6,,4.32,66.14,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus chapmanii,leaf,5.9,ug/g
Mo,elevated CO2,ambient CO2,8.0,6.5,,,Table 6,,1.7,23.08,Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus chapmanii,leaf,2.2,ng/g
Ni,elevated CO2,ambient CO2,0.5,0.8,,,Table 6,,0.2,-37.5,Ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus chapmanii,leaf,0.2,ug/g
Zn,elevated CO2,ambient CO2,20.9,16.0,,,Table 6,,4.4,30.62,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus chapmanii,leaf,3.5,ug/g
Al,elevated CO2,ambient CO2,22.9,36.3,,,Table 6,,4.4,-36.91,Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus geminata,leaf,2.9,ug/g
Co,elevated CO2,ambient CO2,5.0,6.6,,,Table 6,,1.5,-24.24,Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus geminata,leaf,1.1,ng/g
Pb,elevated CO2,ambient CO2,52.8,64.0,,,Table 6,,13.0,-17.5,Pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus geminata,leaf,13.0,ng/g
V,elevated CO2,ambient CO2,36.8,52.8,,,Table 6,,5.0,-30.3,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus geminata,leaf,3.7,ng/g
Cu,elevated CO2,ambient CO2,3.9,3.8,,,Table 6,,0.2,2.63,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus geminata,leaf,0.2,ug/g
Fe,elevated CO2,ambient CO2,28.8,35.2,,,Table 6,,2.5,-18.18,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus geminata,leaf,2.5,ug/g
Mn,elevated CO2,ambient CO2,64.71,53.25,,,Table 6,,5.87,21.52,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus geminata,leaf,8.96,ug/g
Mo,elevated CO2,ambient CO2,8.61,8.76,,,Table 6,,2.52,-1.71,Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus geminata,leaf,1.75,ng/g
Ni,elevated CO2,ambient CO2,0.6,0.7,,,Table 6,,0.1,-14.29,Ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus geminata,leaf,0.1,ug/g
Zn,elevated CO2,ambient CO2,22.5,26.4,,,Table 6,,2.5,-14.77,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus geminata,leaf,1.9,ug/g
Al,elevated CO2,ambient CO2,22.5,29.7,,,Table 6,,3.0,-24.24,Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus myrtifolia,leaf,4.1,ug/g
Co,elevated CO2,ambient CO2,6.8,12.0,,,Table 6,,2.4,-43.33,Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus myrtifolia,leaf,1.2,ng/g
Pb,elevated CO2,ambient CO2,74.5,65.3,,,Table 6,,13.8,14.09,Pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus myrtifolia,leaf,17.4,ng/g
V,elevated CO2,ambient CO2,33.6,43.4,,,Table 6,,5.7,-22.58,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus myrtifolia,leaf,3.0,ng/g
Cu,elevated CO2,ambient CO2,2.9,2.9,,,Table 6,,0.1,0.0,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus myrtifolia,leaf,0.2,ug/g
Fe,elevated CO2,ambient CO2,27.0,27.8,,,Table 6,,2.5,-2.88,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus myrtifolia,leaf,1.4,ug/g
Mn,elevated CO2,ambient CO2,80.96,65.99,,,Table 6,,6.69,22.69,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus myrtifolia,leaf,6.39,ug/g
Mo,elevated CO2,ambient CO2,4.52,3.7,,,Table 6,,0.94,22.16,Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus myrtifolia,leaf,1.5,ng/g
Ni,elevated CO2,ambient CO2,0.7,0.6,,,Table 6,,0.1,16.67,Ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus myrtifolia,leaf,0.1,ug/g
Zn,elevated CO2,ambient CO2,35.6,35.9,,,Table 6,,3.5,-0.84,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,SERC,Quercus myrtifolia,leaf,3.5,ug/g
N,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),3.9,4.5,3,3,Table 1,,,-13.33,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"low (2001, 102 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,%
P,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),0.24,0.27,3,3,Table 1,,,-11.11,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"low (2001, 102 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,%
Cu,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),8.9,7.2,3,3,Table 1,,,23.61,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"low (2001, 102 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
Mn,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),32.7,46.1,3,3,Table 1,,,-29.07,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"low (2001, 102 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
Zn,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),40.5,31.0,3,3,Table 1,,,30.65,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"low (2001, 102 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
N,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),3.6,4.0,3,3,Table 1,,,-10.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"low (2001, 102 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,%
P,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),0.15,0.16,3,3,Table 1,,,-6.25,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"low (2001, 102 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,%
Cu,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),10.8,7.0,3,3,Table 1,,,54.29,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"low (2001, 102 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
Mn,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),42.0,48.1,3,3,Table 1,,,-12.68,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"low (2001, 102 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
Zn,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),26.0,21.8,3,3,Table 1,,,19.27,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"low (2001, 102 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
N,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),3.8,4.4,3,3,Table 1,,,-13.64,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"average (2003, 149 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,%
P,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),0.18,0.22,3,3,Table 1,,,-18.18,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"average (2003, 149 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,%
Cu,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),5.6,6.2,3,3,Table 1,,,-9.68,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"average (2003, 149 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
Mn,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),34.8,41.2,3,3,Table 1,,,-15.53,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"average (2003, 149 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
Zn,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),23.1,24.2,3,3,Table 1,,,-4.55,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"average (2003, 149 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
N,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),3.4,3.9,3,3,Table 1,,,-12.82,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"average (2003, 149 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,%
P,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),0.13,0.15,3,3,Table 1,,,-13.33,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"average (2003, 149 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,%
Cu,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),5.7,5.3,3,3,Table 1,,,7.55,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"average (2003, 149 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
Mn,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),54.6,64.1,3,3,Table 1,,,-14.82,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"average (2003, 149 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
Zn,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),21.5,22.9,3,3,Table 1,,,-6.11,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"average (2003, 149 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
N,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),3.0,3.1,3,3,Table 1,,,-3.23,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"high (2005, 242 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,%
P,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),0.17,0.18,3,3,Table 1,,,-5.56,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"high (2005, 242 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,%
Cu,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),3.2,2.9,3,3,Table 1,,,10.34,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"high (2005, 242 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
Mn,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),61.8,81.1,3,3,Table 1,,,-23.8,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"high (2005, 242 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
Zn,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),54.9,16.0,3,3,Table 1,,,243.13,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"high (2005, 242 mm)",,,,,,,,,Ambrosia dumosa,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
N,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),3.0,3.4,3,3,Table 1,,,-11.76,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"high (2005, 242 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,%
P,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),0.19,0.22,3,3,Table 1,,,-13.64,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"high (2005, 242 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,%
Cu,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),5.0,4.5,3,3,Table 1,,,11.11,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"high (2005, 242 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
Mn,Elevated CO2 (550 ppm),Ambient CO2 (~370 ppm),67.5,74.9,3,3,Table 1,,,-9.88,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"high (2005, 242 mm)",,,,,,,,,Lycium pallidum,,,,,3,044_Housman_2012,,,,,green leaf,,mg/kg
